1	92	3	47.2680484957698	-1.5855664892299943	0	0	0	0	0	0	0	0	0	2022-06-24T08:22:31.509Z
2	92	3	47.2680484957698	-1.5855664892299943	0	0	0	0	0	0	0	0	0	2022-06-24T08:22:31.514Z
3	92	3	47.2680484957698	-1.5855664892299943	0	0	0	0.61669921875	-0.2024383544921875	-0.7528076171875	0	0	0	2022-06-24T08:22:31.533Z
4	92	3	47.2680484957698	-1.5855664892299943	-0.3169819414615631	0.447409451007843	-0.2096983641386032	0.61669921875	-0.2024383544921875	-0.7528076171875	0	0	0	2022-06-24T08:22:31.533Z
5	92	3	47.2680484957698	-1.5855664892299943	-0.3169819414615631	0.447409451007843	-0.2096983641386032	0.61669921875	-0.2024383544921875	-0.7528076171875	40.63046646118164	-4.2450714111328125	-25.702178955078125	2022-06-24T08:22:31.568Z
6	92	3	47.2680484957698	-1.5855664892299943	-0.3169819414615631	0.447409451007843	-0.2096983641386032	0.61669921875	-0.2024383544921875	-0.7528076171875	40.63046646118164	-4.2450714111328125	-25.702178955078125	2022-06-24T08:22:31.596Z
7	92	11	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	2022-06-24T08:22:32.077Z
8	92	3	47.2680484957698	-1.5855664892299943	-0.3169819414615631	0.447409451007843	-0.2096983641386032	0.4769439697265625	-0.068115234375	-1.00860595703125	40.63046646118164	-4.2450714111328125	-25.702178955078125	2022-06-24T08:22:31.634Z
9	92	12	47.2672093	-1.5845846	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	2022-06-24T08:22:32.058Z
10	92	3	47.2680484957698	-1.5855664892299943	-0.3933323919773102	-0.1062907502055168	-0.1761071234941482	0.4769439697265625	-0.068115234375	-1.00860595703125	40.63046646118164	-4.2450714111328125	-25.702178955078125	2022-06-24T08:22:31.637Z
11	92	11	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	2022-06-24T08:22:32.101Z
12	92	3	47.2680484957698	-1.5855664892299943	-0.3933323919773102	-0.1062907502055168	-0.1761071234941482	0.4769439697265625	-0.068115234375	-1.00860595703125	40.510047912597656	-1.9458694458007808	-25.52998352050781	2022-06-24T08:22:31.668Z
13	92	4	47.268088205835966	-1.5855919557851577	0	0	0	0	0	0	0	0	0	2022-06-24T08:22:31.714Z
14	92	12	47.2672093	-1.5845846	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	2022-06-24T08:22:32.101Z
15	92	3	47.2680484957698	-1.5855664892299943	-0.3933323919773102	-0.1062907502055168	-0.1761071234941482	0.5461578369140625	-0.185577392578125	-0.64697265625	40.510047912597656	-1.9458694458007808	-25.52998352050781	2022-06-24T08:22:31.735Z
16	92	4	47.268088205835966	-1.5855919557851577	0	0	0	0	0	0	0	0	0	2022-06-24T08:22:31.725Z
17	92	4	47.268088205835966	-1.5855919557851577	0	0	0	0.794158935546875	-0.23516845703125	-0.6716156005859375	0	0	0	2022-06-24T08:22:31.737Z
18	92	4	47.268088205835966	-1.5855919557851577	-3.667847156524658	1.039231538772583	-0.61485356092453	0.794158935546875	-0.23516845703125	-0.6716156005859375	0	0	0	2022-06-24T08:22:31.739Z
19	92	11	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	2022-06-24T08:22:32.208Z
20	92	3	47.2680484957698	-1.5855664892299943	0.2180902510881424	0.1035905703902244	-0.0422041788697242	0.5461578369140625	-0.185577392578125	-0.64697265625	40.510047912597656	-1.9458694458007808	-25.52998352050781	2022-06-24T08:22:31.737Z
21	92	12	47.2672093	-1.5845846	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	-999999999	2022-06-24T08:22:32.189Z
22	92	3	47.2680484957698	-1.5855664892299943	0.2180902510881424	0.1035905703902244	-0.0422041788697242	0.5461578369140625	-0.185577392578125	-0.64697265625	40.15306091308594	-1.4697418212890625	-25.467300415039062	2022-06-24T08:22:31.765Z
23	92	4	47.268088205835966	-1.5855919557851577	-3.667847156524658	1.039231538772583	-0.61485356092453	0.794158935546875	-0.23516845703125	-0.6716156005859375	11.7340087890625	-24.08284568786621	-40.06965255737305	2022-06-24T08:22:31.785Z
24	92	4	47.268088205835966	-1.5855919557851577	-3.667847156524658	1.039231538772583	-0.61485356092453	0.794158935546875	-0.23516845703125	-0.6716156005859375	11.7340087890625	-24.08284568786621	-40.06965255737305	2022-06-24T08:22:31.822Z
25	92	3	47.2680484957698	-1.5855664892299943	0.2180902510881424	0.1035905703902244	-0.0422041788697242	0.63360595703125	0.1316375732421875	-0.9039459228515624	40.15306091308594	-1.4697418212890625	-25.467300415039062	2022-06-24T08:22:31.842Z
26	92	4	47.268088205835966	-1.5855919557851577	-2.4068336486816406	-0.0850925222039222	-0.4364814460277557	0.794158935546875	-0.23516845703125	-0.6716156005859375	11.7340087890625	-24.08284568786621	-40.06965255737305	2022-06-24T08:22:31.836Z
27	92	4	47.268088205835966	-1.5855919557851577	-2.4068336486816406	-0.0850925222039222	-0.4364814460277557	1.07135009765625	-0.933319091796875	-1.1954193115234375	11.7340087890625	-24.08284568786621	-40.06965255737305	2022-06-24T08:22:31.843Z
28	92	3	47.2680484957698	-1.5855664892299943	-0.3613169193267822	0.0833572074770927	-0.1820212006568908	0.63360595703125	0.1316375732421875	-0.9039459228515624	40.15306091308594	-1.4697418212890625	-25.467300415039062	2022-06-24T08:22:31.849Z
